mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
9,30,4,B6,53,JFK,1005,13.67,177,-24
7,9,6,OO,6811,ORD,1352,17.58,212,9
6,18,5,OO,6836,TUS,451,19.1,98,18
2,30,0,AA,317,LGA,733,9.92,165,50
3,6,0,UA,597,ORD,334,20.17,83,37
7,13,3,UA,1582,SFO,414,20.23,94,7
6,27,0,WN,117,SMF,389,21.92,75,-1
10,26,3,AA,2013,ORD,1515,7.17,245,-17
11,2,2,AA,2255,LGA,1097,6.08,180,35
0,8,2,UA,642,ORD,719,10.67,127,30
6,4,5,OO,6647,ORD,416,6,85,-14
3,23,3,OO,6039,SMF,373,18,87,-1
4,24,6,UA,852,SFO,2586,13.5,343,-24
8,10,3,UA,1453,ORD,837,19.92,135,-3
11,27,6,OO,6441,ORD,416,21.17,86,110
0,2,3,WN,493,TUS,367,10.75,75,10
5,14,6,UA,158,SFO,1846,23.08,237,79
3,23,3,OO,5851,ORD,522,8,102,36
2,16,0,WN,654,SFO,337,14.25,85,46
3,11,5,UA,399,LGA,1619,6,252,4
10,20,4,AA,444,ORD,867,10.25,130,-1
4,18,0,WN,1782,SMF,397,6.42,80,-6
1,4,1,US,1564,ORD,678,13.83,126,176
8,11,4,UA,1575,ORD,1515,10.48,236,68
3,10,4,OH,5357,LGA,604,21.25,134,28
8,3,3,AA,337,LGA,733,15.5,160,NA
11,4,4,AA,305,ORD,1652,10,260,-2
1,20,3,WN,1523,TUS,365,16.33,75,104
4,16,5,US,471,SFO,414,15.75,90,10
2,18,2,UA,620,ORD,612,16,106,70
2,3,1,UA,690,ORD,733,17.08,134,17
4,7,3,B6,619,JFK,829,21,168,-21
9,5,0,UA,1468,SFO,414,22.5,91,52
11,22,1,AA,1972,ORD,647,18.08,115,30
10,7,5,UA,1582,SFO,414,19.28,93,22
0,9,3,UA,409,LGA,1619,17.15,271,51
9,18,6,UA,1059,SFO,2398,18.58,322,63
7,20,3,AA,2337,ORD,802,16.08,145,11
7,2,6,B6,647,JFK,2586,17.92,393,NA
7,11,1,AA,613,JFK,1090,18.75,205,104
5,25,3,UA,1512,SFO,651,11.08,121,19
7,31,0,UA,172,SFO,2704,8.57,344,-7
7,29,5,B6,30,JFK,264,22.92,87,43
5,29,0,B6,153,JFK,944,16.92,177,42
6,21,1,OH,5490,JFK,145,14.92,80,23
11,10,3,AA,354,ORD,733,16.75,135,111
3,3,4,UA,686,ORD,733,15,136,67
6,17,4,OH,5740,JFK,267,8.08,99,-26
5,19,4,OO,6398,SFO,522,21.33,90,11
11,26,5,OO,4551,ORD,264,16.25,73,119
11,2,2,WN,716,SJC,333,16.83,65,-1
3,12,6,OO,5726,SFO,462,9.03,120,54
6,5,6,OO,6519,SJC,308,17.82,80,-19
0,7,1,OO,5886,ORD,84,17.83,48,NA
1,29,5,UA,679,LGA,733,12,158,42
5,6,5,B6,907,JFK,740,9.5,166,69
10,14,5,WN,2192,SFO,651,12.42,120,0
7,30,6,OH,5659,JFK,425,12.92,104,-13
7,1,5,UA,242,ORD,849,13.27,140,-8
6,20,0,UA,892,SFO,2586,10.2,354,NA
2,17,1,UA,184,SFO,2521,9.28,320,7
1,22,5,B6,57,JFK,1028,10.83,179,53
8,19,5,UA,41,SFO,2447,9.17,327,-5
2,16,0,WN,816,SMF,404,13.75,85,-1
8,13,6,AA,1479,ORD,334,16.5,90,42
5,3,2,AA,272,SFO,2585,20.83,325,49
9,25,6,AA,1318,ORD,1005,19,150,23
7,11,1,OH,5711,JFK,209,22,98,NA
10,10,1,AA,502,SJC,1476,18.17,200,-19
0,11,5,AA,1329,LGA,950,17.98,170,62
3,4,5,AA,16,SFO,2586,11.5,329,39
2,26,3,OO,5866,ORD,466,15.58,102,51
5,20,5,OO,5672,SFO,158,18.3,62,26
3,23,3,AA,2275,LGA,764,12.92,145,-31
4,20,2,UA,1243,ORD,299,20.58,70,10
4,2,5,WN,1225,SMF,647,11.25,105,-2
8,16,2,UA,90,SFO,2565,8.93,335,-10
7,26,2,UA,717,ORD,888,22.92,147,-20
1,15,5,US,1237,ORD,599,16.08,117,-20
6,11,5,US,1881,ORD,599,17.75,116,64
7,24,0,UA,886,SFO,337,12.72,90,126
6,11,5,OH,5649,LGA,431,19.75,118,123
7,6,3,B6,169,JFK,2569,8.83,370,45
3,28,1,WN,2542,SMF,373,13.25,80,21
2,4,2,AA,360,ORD,733,16,135,27
5,7,6,UA,730,ORD,622,18.2,114,51
0,2,3,B6,2,JFK,301,6.67,89,-15
4,16,5,OO,5495,SFO,158,20.75,58,11
4,4,0,OO,5443,SFO,329,16,92,48
8,3,3,OO,5979,ORD,122,16.88,49,-11
4,16,5,B6,640,SFO,2586,8,336,13
6,5,6,UA,1204,ORD,412,19.07,86,-4
2,25,2,AA,1704,ORD,719,9.25,120,-8
3,6,0,B6,1073,JFK,288,8.08,96,-26
11,17,3,AA,1096,SMF,1431,8.5,205,-9
11,24,3,B6,1053,JFK,340,15.33,115,NA
0,31,4,AA,1345,ORD,1745,14.08,270,210
4,29,4,US,2187,LGA,214,19,78,-13
4,28,3,UA,479,SFO,679,18.53,118,-9
9,10,5,B6,916,ORD,740,16,146,-1
0,23,3,WN,1300,SFO,414,8.5,85,12
1,12,2,UA,15,JFK,2586,15.43,394,99
8,28,0,UA,37,SFO,2338,12.83,313,122
6,13,0,UA,1244,ORD,589,21.9,105,13
5,29,0,OH,5127,JFK,425,8.67,122,-22
7,4,1,WN,1812,SJC,308,13.25,75,NA
10,30,0,OH,6485,JFK,184,16.17,94,221
2,9,0,B6,383,LGA,1076,21.75,170,133
10,2,0,UA,275,ORD,403,17.3,96,-17
4,3,6,AA,607,ORD,1745,19.92,260,8
4,22,4,WN,1077,SJC,417,17.33,80,32
7,5,2,AA,730,TUS,1437,6,200,NA
7,18,1,UA,88,SFO,2565,12.87,345,112
1,20,3,OO,5728,SFO,304,17,94,-18
6,29,2,OH,5657,JFK,541,19.5,136,24
1,12,2,US,31,OGG,2845,23.67,340,23
3,15,2,AA,2275,LGA,764,12.92,145,-23
8,30,2,OO,6085,ORD,122,6.5,49,-1
5,24,2,WN,2785,SMF,605,20.83,105,87
4,23,5,UA,174,ORD,642,18.18,119,-16
7,15,5,OO,5482,SFO,199,13.02,72,26
3,29,2,OO,5964,ORD,174,6.8,55,-7
7,24,0,OO,5490,SFO,262,21.17,80,2
9,17,5,UA,44,OGG,2486,13.3,309,-5
5,11,3,OH,5487,JFK,483,16.67,139,25
6,10,4,US,2142,LGA,185,20,73,10
7,27,3,OH,5063,JFK,288,14.92,99,46
6,15,2,AA,1713,LGA,1097,15.25,195,61
3,6,0,WN,162,SMF,389,16.42,75,-4
6,31,4,US,329,ORD,1515,18.67,227,19
0,3,4,US,942,SFO,2521,22,319,124
2,21,5,B6,121,JFK,944,8,185,42
7,14,4,UA,79,SFO,2398,18.92,325,-13
3,12,6,UA,182,ORD,606,13.33,120,5
3,9,3,UA,548,SFO,599,12.92,108,39
2,15,6,OO,5902,ORD,224,13.17,65,23
3,7,1,AA,1899,LGA,887,6.5,155,15
0,21,1,AA,2317,ORD,802,10.25,150,53
3,17,4,B6,851,JFK,1074,6.25,184,-17
10,18,2,OH,6779,LGA,834,15.83,177,-32
8,28,0,B6,173,JFK,2569,17.67,400,76
0,14,1,B6,351,JFK,2465,6.58,373,-52
7,7,4,OO,5655,SFO,86,9.87,47,-2
2,14,5,AA,346,ORD,733,19.5,130,23
8,8,1,AA,1417,ORD,1515,14.5,240,67
6,30,3,AA,876,ORD,867,6.92,135,-17
0,7,1,AA,1403,ORD,585,15.25,115,48
0,20,0,OO,5947,ORD,462,17.3,101,-8
0,26,6,OO,6644,TUS,639,6,113,-23
9,14,2,B6,125,JFK,1626,7.83,266,-14
2,26,3,AA,346,ORD,733,19.5,130,-12
4,7,3,UA,780,SFO,550,20.1,100,5
5,8,0,UA,314,ORD,412,21.55,86,193
6,11,5,UA,1452,ORD,1005,16.98,156,27
11,29,1,UA,1530,ORD,1005,10.58,160,-13
11,19,5,UA,403,LGA,1619,7.18,273,22
5,30,1,UA,565,ORD,1249,20.25,206,-15
9,19,0,UA,360,ORD,589,11.02,109,33
2,14,5,OH,5094,ORD,264,16.25,74,18
4,19,1,AA,1201,ORD,258,14.67,70,5
11,13,6,WN,1414,SFO,337,17.17,80,-11
5,27,5,WN,1939,SMF,404,15.92,85,74
4,8,4,B6,383,LGA,1076,21.75,162,95
11,2,2,AA,1031,ORD,1236,19.08,205,45
1,18,1,AA,1815,ORD,1249,18.83,210,29
0,20,0,UA,1244,ORD,589,21.33,98,0
11,20,6,AA,2423,ORD,403,15.58,90,19
0,6,0,AA,1314,TUS,813,10.58,130,-12
8,16,2,US,29,ORD,1440,10.67,227,-42
5,6,5,AA,1571,ORD,334,11.92,85,71
5,25,3,US,1499,LGA,544,18.92,126,17
1,27,3,UA,1240,SMF,910,10.58,139,12
11,16,2,OO,6087,ORD,491,12.08,99,139
10,16,0,UA,247,ORD,888,9.82,162,22
1,19,2,AA,502,SJC,1476,17.58,200,-12
3,4,5,UA,29,JFK,2475,18.83,389,131
5,4,3,OO,5674,SFO,199,14.53,65,45
8,28,0,UA,722,ORD,589,15.97,113,-14
4,5,1,OO,5473,SFO,329,14.85,92,-6
0,23,3,AA,394,ORD,733,6.83,120,-7
11,14,0,US,2128,LGA,185,13,62,NA
7,16,6,WN,1578,TUS,367,19,70,1
7,22,5,AA,408,ORD,678,20.75,115,59
0,1,2,AQ,225,OGG,100,17,34,33
4,9,5,UA,622,ORD,612,17,109,8
1,15,5,UA,1524,SFO,414,14.87,91,20
0,30,3,UA,129,ORD,1745,20,279,-5
1,12,2,UA,53,JFK,2475,11.67,375,-15
10,2,0,OO,6818,TUS,639,13.52,115,-18
7,21,4,UA,1540,SFO,651,12.83,126,96
7,2,6,OO,6382,SFO,522,7.05,92,-11
0,28,1,B6,823,JFK,944,12.17,173,26
9,8,3,AA,194,SFO,2704,14,335,-37
6,18,5,B6,355,JFK,2465,13.58,348,-1
2,31,1,AA,2218,SJC,1438,10.33,200,NA
2,7,5,UA,909,ORD,888,15.03,158,-20
0,6,0,OO,5817,ORD,67,17.92,50,NA
3,13,0,AA,1307,LGA,764,15.67,145,-7
8,13,6,AA,1718,ORD,867,8.33,135,114
1,6,3,B6,908,ORD,740,12,130,30
2,1,6,UA,390,SJC,948,17.12,150,-2
9,8,3,B6,727,JFK,1576,23.98,228,-24
10,20,4,B6,625,JFK,1428,12.75,248,-22
0,18,5,WN,523,SJC,296,11.08,60,-3
11,10,3,AA,1487,ORD,1671,10,255,-8
9,17,5,UA,117,ORD,1721,20.25,270,8
6,23,3,OO,6396,SFO,326,11.38,76,3
6,15,2,B6,383,LGA,1076,21.75,162,51
0,31,4,AA,451,ORD,1846,10.17,285,38
7,22,5,WN,2300,SMF,389,14.92,75,4
4,23,5,OH,5246,JFK,508,8.58,146,14
8,11,4,OO,5474,SFO,250,9.08,78,31
2,23,0,UA,47,JFK,2475,9.75,386,-26
8,1,1,UA,134,SFO,1846,8.8,251,-3
10,21,5,OH,6764,ORD,740,9.55,137,-5
2,17,1,OO,3835,SFO,599,10.2,107,-2
11,15,1,OO,5444,SFO,191,17.83,66,26
4,7,3,OO,6597,SFO,192,18.42,58,-9
11,13,6,WN,2238,SFO,447,17,90,25
7,27,3,OH,5161,LGA,866,9.5,174,112
1,15,5,B6,9,JFK,944,19.33,193,39
2,18,2,AA,1058,ORD,1144,19.08,175,148
3,20,0,UA,1675,ORD,2072,8.02,291,-39
2,22,6,AA,2441,ORD,606,6.92,110,34
4,4,0,AA,1323,JFK,740,8.08,150,22
9,23,4,OO,5756,SFO,153,13.68,59,-9
6,27,0,AA,1140,SJC,1438,13.83,220,-23
8,18,4,OO,6035,ORD,409,16.3,89,10
7,5,2,B6,42,JFK,209,11,75,-17
9,18,6,US,42,SMF,647,9.25,112,-15
1,18,1,UA,153,ORD,925,17.67,175,25
1,1,5,OO,5877,ORD,438,20,99,22
1,22,5,OO,6397,SFO,363,12.75,80,35
3,13,0,OO,6439,ORD,213,20.67,62,-4
6,7,1,UA,9,JFK,2586,21.17,413,53
8,16,2,AA,1339,ORD,1723,17.83,260,-24
5,5,4,B6,647,JFK,2586,17.92,420,NA
6,16,3,OO,6157,ORD,174,17.82,57,43
9,31,5,OO,3924,SJC,585,9.92,108,-11
5,15,0,WN,3232,TUS,451,8.83,90,41
10,18,2,US,1002,SFO,2296,13.87,279,17
11,4,4,OO,5954,ORD,323,8.02,77,-11
11,20,6,UA,392,ORD,594,19.58,106,-1
9,29,3,AA,150,SFO,2704,23.33,330,647
4,4,0,WN,1593,SJC,333,15.67,70,16
2,19,3,AA,394,ORD,733,6.83,120,22
2,14,5,WN,2356,SMF,389,14.08,75,23
2,25,2,B6,153,JFK,944,16.83,180,-13
10,14,5,AA,1521,ORD,1437,19.83,230,-20
2,7,5,UA,1575,ORD,1515,10.68,240,NA
10,6,4,AA,1810,SJC,1476,8.92,195,-4
5,13,5,OH,5483,LGA,647,15.67,146,88
11,13,6,OO,5537,SFO,77,11.3,43,-10
8,20,6,US,31,OGG,2845,22.67,341,-17
8,20,6,OO,5949,ORD,802,14.83,145,-15
2,3,1,UA,594,ORD,606,6.45,114,-5
6,9,3,UA,501,SFO,447,10.2,99,-11
10,1,6,AA,15,JFK,2586,10.83,375,59
1,19,2,AA,1613,ORD,1846,13,285,112
6,30,3,AA,254,OGG,2486,14.25,310,-15
0,28,1,WN,1568,SFO,447,16.42,85,5
6,29,2,WN,2188,SFO,337,13.17,80,-10
7,6,3,WN,3930,SJC,948,19.17,145,83
11,30,2,OO,6343,SFO,372,7.77,84,-6
7,9,6,UA,279,LGA,1619,9.5,259,19
11,10,3,AA,1248,ORD,678,6.25,110,76
0,13,0,B6,6,JFK,301,17.33,101,-7
5,21,6,OH,5765,LGA,431,12,115,23
11,26,5,AA,1575,JFK,1391,17.58,260,0
5,13,5,AA,1565,ORD,334,7.33,85,-3
0,8,2,US,2138,LGA,185,18,74,6
7,30,6,HA,165,OGG,100,13.5,34,-3
6,10,4,OH,5179,LGA,431,9.75,122,10
2,5,3,B6,106,TUS,2136,23.98,264,-14
5,12,4,UA,847,LGA,229,19.48,92,-10
0,17,4,AQ,93,OGG,100,16.17,34,-14
8,9,2,B6,57,JFK,1028,13.25,170,273
5,11,3,UA,617,ORD,1726,15.08,253,44
0,23,3,US,1630,SFO,2296,9,290,-20
5,5,4,US,1462,ORD,599,12.5,114,62
1,19,2,UA,608,ORD,612,10,105,28
11,9,2,AA,2303,ORD,802,6.75,160,25
2,7,5,OO,6746,ORD,773,14.18,122,39
1,20,3,HA,180,OGG,84,13,31,-5
0,24,4,UA,180,SFO,2704,22.33,329,31
6,29,2,B6,383,LGA,1076,21.75,162,26
0,10,4,UA,653,ORD,1829,20.17,279,7
4,21,3,WN,3419,SFO,414,14.25,90,22
2,7,5,UA,688,SMF,1781,8.17,237,4
6,21,1,AA,915,JFK,1090,11.75,185,51
9,23,4,WN,1999,SFO,967,17.58,145,-20
4,30,5,AA,2250,SJC,1438,8.92,205,-15
0,7,1,OO,6677,SFO,421,8.17,82,2
0,13,0,AA,1551,LGA,764,18.92,150,38
9,9,4,AA,469,ORD,258,9.67,65,-5
6,6,0,UA,872,SFO,2419,11.08,315,34
6,16,3,UA,776,ORD,264,13.18,87,2
2,8,6,US,1233,LGA,544,11.25,125,NA
8,22,1,OO,6588,SFO,192,14.35,59,-11
11,22,1,UA,729,SFO,447,20.45,88,241
1,15,5,OO,6336,SFO,192,7,56,16
2,23,0,UA,46,OGG,2486,20.25,300,-4
4,2,5,UA,664,ORD,137,19,53,125
0,24,4,AA,1864,TUS,1437,7,200,31
2,22,6,AA,1881,JFK,1090,15.92,200,56
11,7,0,OH,6799,JFK,740,12.28,163,-18
10,1,6,AA,2050,ORD,1197,12.08,175,3
5,21,6,US,323,ORD,1515,8.5,229,NA
9,15,3,OO,6058,ORD,177,17.83,59,82
4,3,6,AA,2377,LGA,761,6.5,140,138
2,18,2,AA,709,LGA,1389,8.25,255,NA
11,26,5,US,5,ORD,678,18.75,126,57
10,21,5,UA,536,ORD,867,13.57,138,22
8,17,3,WN,930,SMF,647,6.08,110,3
7,31,0,WN,2414,SJC,948,13.67,145,-18
4,12,1,WN,439,SMF,479,14.33,85,26
9,16,4,WN,629,SMF,373,21.83,80,-10
1,29,5,OO,6310,ORD,179,17.75,57,NA
5,2,1,WN,2579,TUS,451,6.08,85,0
6,3,4,OO,3649,ORD,264,13.85,73,7
10,11,2,OO,5961,ORD,130,16.93,53,96
0,12,6,OO,5861,ORD,1013,8,176,-25
5,26,4,UA,668,ORD,733,6.07,125,103
1,10,0,OH,5005,LGA,431,13.17,116,4
9,17,5,OH,6664,JFK,264,14.5,90,22
7,25,1,UA,3,ORD,4184,9.95,528,-17
2,1,6,B6,1107,JFK,426,15.92,110,-6
7,18,1,B6,217,JFK,2465,18.25,374,20
6,5,6,US,26,OGG,2845,21.4,346,-4
6,2,3,UA,371,ORD,1739,17.98,260,70
5,16,1,AA,1863,ORD,1846,20,260,33
7,25,1,B6,83,JFK,2421,20.58,380,-18
4,30,5,OH,5133,LGA,563,13,113,18
9,24,5,AA,1442,ORD,612,16.5,110,14
3,20,0,AA,791,LGA,1389,21.08,220,39
3,18,5,UA,1176,SFO,679,16.28,118,33
4,22,4,AA,362,ORD,733,14.33,130,59
9,22,3,OH,6359,JFK,760,21.48,174,-37
6,27,0,AA,629,ORD,1829,20.67,270,63
1,5,2,AA,1021,ORD,1515,8.58,240,16
1,4,1,AA,751,LGA,1389,14.75,240,23
5,24,2,US,732,SFO,2296,8.92,300,-13
4,19,1,AA,1713,LGA,1097,15.25,195,31
1,11,1,AA,1425,ORD,1726,9.5,260,-7
1,10,0,AA,1843,ORD,1721,11.5,275,4
10,6,4,US,873,ORD,1515,8.5,235,-13
4,11,0,US,942,SFO,2521,22,320,-19
10,20,4,OO,5481,SFO,199,9.17,65,-15
11,21,0,B6,821,JFK,944,7.17,175,202
5,3,2,UA,522,SFO,550,23,99,75
4,24,6,UA,872,SFO,2419,11.17,309,42
11,28,0,UA,158,SFO,1846,23.08,243,-16
1,6,3,UA,557,ORD,1162,9.75,190,136
5,22,0,UA,9,JFK,2586,21.33,413,65
0,7,1,UA,390,SJC,948,16.97,147,-12
9,9,4,AA,309,ORD,1745,10.67,270,18
4,18,0,HA,545,OGG,100,17.92,34,-4
11,14,0,WN,2475,SJC,308,16.83,75,1
1,24,0,AA,599,LGA,1097,10.67,195,-10
3,25,5,UA,478,SFO,1464,10.7,210,-1
10,20,4,WN,199,SFO,414,14,100,49
8,4,4,US,208,SFO,651,15.58,115,-10
8,20,6,AA,1276,SFO,1736,12.75,225,-26
0,31,4,OO,5831,ORD,137,10.97,56,19
0,31,4,B6,1053,JFK,340,15.58,105,-4
4,12,1,UA,376,ORD,678,16.48,126,96
1,24,0,AA,1311,ORD,678,11.83,115,35
1,27,3,WN,2561,SJC,308,21,70,6
9,3,5,UA,950,ORD,589,13.17,115,17
11,16,2,AA,1551,LGA,764,18.98,155,21
8,25,4,AA,425,ORD,1721,15.67,270,-7
8,6,6,UA,562,SFO,550,13.13,106,-16
4,27,2,UA,470,ORD,678,21,116,110
8,5,5,AA,1305,ORD,1671,9.92,250,-15
8,27,6,UA,566,ORD,606,17.82,122,-25
8,30,2,AA,1622,ORD,647,14.42,110,58
7,29,5,AA,1248,ORD,678,6.67,115,82
3,28,1,UA,893,JFK,2586,8.5,392,37
7,20,3,OH,5569,JFK,289,22,119,-8
8,16,2,UA,722,ORD,589,16.17,113,30
11,14,0,OH,6626,JFK,382,20.75,102,40
3,7,1,WN,313,TUS,365,9.33,75,3
3,25,5,US,31,OGG,2845,22.67,349,-16
0,21,1,UA,36,SFO,447,6.75,87,NA
7,11,1,AA,1561,ORD,1846,18.58,270,31
3,29,2,B6,8,JFK,301,15.08,80,69
4,9,5,WN,702,SMF,404,15.92,85,16
1,1,5,WN,1379,SJC,386,11,80,-13
10,18,2,B6,32,JFK,264,13.08,88,-26
4,6,2,AA,301,LGA,733,6,140,-12
6,3,4,OO,3761,TUS,601,7.58,108,-4
2,18,2,UA,269,ORD,403,20.08,93,54
5,16,1,B6,1053,JFK,340,14.92,104,NA
6,22,2,OO,6085,ORD,122,6.43,50,-16
7,14,4,OH,5211,JFK,301,12.58,92,48
6,14,1,AA,319,LGA,733,10.75,150,43
3,12,6,UA,17,JFK,2586,17.67,395,32
9,4,6,UA,206,ORD,528,18.92,103,-20
5,19,4,UA,383,SFO,447,11.58,93,47
4,18,0,OH,5733,JFK,209,19.17,98,72
3,12,6,UA,10,SFO,2586,11.33,343,20
8,8,1,UA,150,SFO,1846,16.08,246,8
1,18,1,B6,47,JFK,1069,19.75,205,76
11,1,1,UA,374,SFO,1504,11.23,207,-13
11,31,3,B6,1016,JFK,187,19.42,99,45
9,21,2,WN,2822,TUS,365,11.42,80,-5
0,24,4,AA,1479,SJC,342,20,75,44
11,20,6,WN,1184,SJC,417,17.17,80,98
7,14,4,UA,847,LGA,229,19.22,92,85
7,18,1,WN,1466,SMF,480,8.83,90,-5
6,18,5,AA,428,TUS,813,8.25,135,4
7,9,6,B6,83,JFK,2421,20.58,380,-20
4,22,4,UA,139,ORD,1846,9.97,273,10
5,8,0,AA,1551,LGA,764,19.92,140,-1
8,9,2,UA,508,ORD,763,19.23,123,228
1,8,5,AA,743,LGA,1389,12.75,240,NA
6,24,4,AA,1686,ORD,647,7.92,110,-10
7,15,5,B6,57,JFK,1028,13.33,168,66
6,27,0,B6,134,JFK,264,17.33,95,NA
11,21,0,AA,2341,ORD,802,16.75,165,66
8,24,3,UA,473,ORD,1726,19.87,264,30
0,8,2,AA,1323,JFK,740,8.58,170,72
8,13,6,OO,6019,ORD,462,16.9,96,50
1,9,6,OH,4952,ORD,264,9.25,79,-7
0,15,2,UA,1130,ORD,763,17.75,120,7
0,6,0,OO,5578,SMF,86,13.17,54,57
9,27,1,UA,299,SFO,326,8.72,78,-11
6,28,1,AA,1210,ORD,867,12.33,135,93
2,20,4,OO,5571,SFO,262,8.68,79,-9
7,20,3,UA,381,ORD,1781,10.17,262,-19
4,6,2,AA,780,ORD,1197,6.25,170,-3
3,27,0,OO,6415,SFO,316,20.62,76,5
6,8,2,UA,88,SFO,2565,12.87,345,93
1,15,5,B6,177,JFK,2153,8.08,343,NA
7,28,4,AA,2275,LGA,764,12.92,145,4
1,9,6,AA,117,JFK,2475,14.5,370,39
8,30,2,AA,2313,ORD,802,9.25,145,-16
9,1,3,WN,190,SJC,386,18.25,80,-4
3,26,6,AA,177,JFK,2586,17.42,375,39
2,7,5,UA,73,SFO,2398,8.98,331,-30
5,20,5,OO,6398,SFO,522,21.33,90,80
4,22,4,OH,5431,JFK,288,8.67,105,4
4,3,6,AA,1787,JFK,1005,15.67,170,80
6,20,0,OO,6081,ORD,585,20.15,114,17
1,3,0,OH,5509,JFK,184,12.5,78,-20
4,30,5,WN,2685,SMF,647,18.92,115,18
10,7,5,AA,780,ORD,1197,6,175,4
2,26,3,US,2136,LGA,185,17,82,-22
2,18,2,OO,6631,ORD,409,19.85,90,NA
10,3,1,WN,1592,SJC,621,21.08,105,-18
3,16,3,UA,330,ORD,678,19.7,128,48
10,20,4,US,1002,SFO,2296,13.87,279,19
2,29,6,UA,893,JFK,2586,8.53,403,40
3,8,2,UA,654,ORD,719,15.75,157,58
7,7,4,AA,1276,SFO,1736,12.42,230,38
3,25,5,UA,34,OGG,2338,12.53,290,0
4,11,0,AA,2276,ORD,867,11.08,140,17
7,1,5,OO,5954,ORD,323,7.37,80,57
4,5,1,HA,345,OGG,100,15.67,34,-7
1,23,6,OO,5930,SFO,421,8.85,82,32
5,24,2,OO,3761,TUS,601,7.62,108,-1
10,19,3,OO,5655,SFO,86,9.92,45,-15
2,23,0,AA,1165,JFK,1090,8.25,190,23
2,17,1,OO,6273,ORD,409,16,90,20
0,14,1,US,2173,LGA,214,12,79,NA
3,4,5,US,468,JFK,2248,7.75,360,1
2,1,6,UA,506,SFO,679,20.08,120,108
3,20,0,WN,466,SMF,480,14.58,85,18
2,17,1,WN,3842,SMF,397,10.17,80,0
1,17,0,AA,2495,ORD,403,9.67,85,NA
1,29,5,OO,6476,ORD,264,15.78,75,NA
0,25,5,AA,1178,SFO,1464,15.92,205,180
4,14,3,US,2187,LGA,214,19,78,17
1,9,6,US,135,SJC,386,7,90,-19
5,24,2,UA,931,SFO,337,19.37,97,32
2,30,0,UA,542,ORD,867,19.52,140,77
7,27,3,WN,275,SFO,337,12.08,85,-13
2,29,6,UA,1286,SFO,451,22.42,92,68
6,26,6,UA,390,SJC,948,16.7,148,27
9,7,2,HA,155,OGG,100,8.67,34,-6
3,20,0,OH,5526,JFK,267,20.58,96,54
1,6,3,UA,1153,SFO,337,11.5,86,135
11,7,0,AA,1041,ORD,1829,8.92,285,-11
8,2,2,OO,5912,ORD,316,10.73,71,1
10,11,2,UA,294,SFO,2457,14.52,307,48
9,23,4,OO,6336,SFO,192,7.58,55,-9
6,8,2,UA,856,SFO,967,11.12,153,91
2,28,5,WN,635,TUS,365,12,75,-13
1,4,1,AA,1137,ORD,837,8.5,140,NA
9,4,6,UA,371,ORD,1739,16.83,264,-22
1,17,0,UA,405,LGA,1619,10.38,271,-7
3,11,5,OO,5863,ORD,438,8.18,97,15
3,1,2,WN,2385,SMF,404,19,80,65
10,14,5,OO,5709,SMF,207,21.58,63,-1
3,10,4,OO,6370,ORD,693,12.33,130,126
11,15,1,AA,718,ORD,1005,10.33,160,141
4,27,2,WN,705,SMF,389,13.83,75,26
9,10,5,AA,761,ORD,258,10.75,65,-6
6,25,5,AA,1407,ORD,1745,12.33,255,0
0,11,5,OO,6360,SFO,599,16.02,110,16
7,6,3,AA,2333,ORD,802,15.25,145,187
1,6,3,UA,269,ORD,403,20.5,94,35
6,30,3,B6,143,JFK,1028,14.75,176,NA
4,26,1,OO,6189,ORD,522,15.13,102,-4
5,30,1,WN,3482,SFO,337,19.83,80,-2
2,15,6,AA,2098,ORD,867,16,135,2
6,18,5,UA,376,ORD,678,15.75,137,17
2,21,5,UA,886,SFO,337,14,86,112
1,22,5,AA,14,OGG,2486,22.25,300,-32
7,19,2,UA,182,ORD,606,13.22,127,-10
3,26,6,OO,6097,ORD,196,14.23,64,31
0,31,4,UA,432,ORD,599,13.67,108,101
5,29,0,US,471,SFO,414,15.67,92,46
7,18,1,B6,67,JFK,1069,15.08,182,62
1,8,5,OO,3958,SJC,585,10.17,114,-3
10,9,0,WN,142,TUS,321,18.33,60,59
6,18,5,B6,604,JFK,274,12.5,110,NA
9,6,1,OO,5815,ORD,196,18,61,-1
7,28,4,AA,380,ORD,733,10.83,135,19
2,20,4,UA,1468,SFO,414,22.42,89,1
4,21,3,UA,479,SFO,679,18.53,118,20
2,10,1,UA,797,ORD,1745,17,268,-33
0,7,1,WN,732,SJC,296,10.08,60,1
6,7,1,WN,2552,SJC,308,15.42,75,18
6,11,5,B6,10,JFK,301,20.67,105,40
0,22,2,AA,15,JFK,2586,11,379,3
0,15,2,UA,673,LGA,733,9,155,-24
5,4,3,WN,2382,SJC,948,7.42,145,-2
9,30,4,UA,180,SFO,2704,22.17,346,-8
0,1,2,OO,6189,ORD,522,14.98,108,22
0,19,6,AA,406,ORD,647,10.75,110,3
1,26,2,OO,6724,ORD,84,16.75,48,NA
1,21,4,UA,851,LGA,733,10,160,7
1,27,3,UA,677,LGA,733,11,158,4
4,6,2,WN,609,SJC,621,15,110,3
1,19,2,AA,789,ORD,888,15.83,160,16
1,28,4,WN,3219,SJC,386,20.33,80,21
11,29,1,OO,6022,ORD,631,21.17,106,-17
2,21,5,B6,903,JFK,740,6.75,166,223
